image_id,split,label,source_label_dir,file_path,file_name,file_ext,file_size_bytes,sha256,is_readable,width,height,aspect_ratio,mode,perceptual_hash,error,ingested_at_utc
c6e99db07d890ffc,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0025.JPEG,0025.JPEG,.jpeg,8152,9a84868e85d7d11ba486b6380e2dd6f1ddbf7751af988e99d087c6b63fe840ef,True,169,115,1.4695652173913043,RGB,3f4fbf878c030001,,2026-04-07T17:08:59+00:00
0064e4ebe397ebb4,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0026.JPEG,0026.JPEG,.jpeg,6340,6f39f9ce10a2c3c89abf561ffa4e5b8bbae005a34b4c88a3bff621eff7bc4d54,True,151,80,1.8875,RGB,797e3f1f0c070000,,2026-04-07T17:08:59+00:00
064d5b80ae4d9e0e,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0027.jpeg,0027.jpeg,.jpeg,6448,42729fb0fef7230f6c1f5727ff3c0e18c330cd5e64f3771d9037ad102d88603e,True,290,174,1.6666666666666667,RGB,87beff1900300000,,2026-04-07T17:08:59+00:00
c35ba834fcaa06e1,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0028.JPEG,0028.JPEG,.jpeg,4689,a600c1190a133ac20b7b7f5d0a756abce65be28771a53ae78f2b702599308ed3,True,101,81,1.2469135802469136,RGB,ff7f6f0301010000,,2026-04-07T17:08:59+00:00
abb8bc2f7a5406dd,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0029.JPEG,0029.JPEG,.jpeg,8641,76365a40be733d35b1e2688e3b149e666debe7210c793c6e935f5a76657d606c,True,159,108,1.4722222222222223,RGB,d8f9f60181e0c101,,2026-04-07T17:08:59+00:00
b886e04b32343fab,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0030.JPEG,0030.JPEG,.jpeg,5875,52ce443ed36e8e214e43ae0cc605b6b993e0534408354630f2f861544a0f1692,True,180,279,0.6451612903225806,RGB,0f3ffcf8f8723600,,2026-04-07T17:08:59+00:00
d4959ee7733cde40,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0031.JPEG,0031.JPEG,.jpeg,6208,7d288ebf4b76ccc94d50f2a17bc2d3ab421485d89627775fe3b725bdc02b993b,True,290,174,1.6666666666666667,RGB,fe7dff7e00000000,,2026-04-07T17:08:59+00:00
9e4b8dbe25a7e018,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0032.JPEG,0032.JPEG,.jpeg,8126,4ff2439b12996170c63b36d391376b5f361e8af5d617c582d7fac00cfed64268,True,259,194,1.3350515463917525,RGB,3f010105cf0b0b07,,2026-04-07T17:08:59+00:00
f1d9714b07d14c77,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0033.JPEG,0033.JPEG,.jpeg,7735,9b907024a4d0cf8655b5b4858ad4d0218ffc7d7bf10c241b7749f7874c3a3950,True,141,128,1.1015625,RGB,fcf8783c1840003f,,2026-04-07T17:08:59+00:00
5ce1ef91df8dd506,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0034.JPEG,0034.JPEG,.jpeg,6448,2770ccccdc20630c3916d4f74cdce9df70dd988a84e6078cfbccf711e91871a3,True,259,194,1.3350515463917525,RGB,f0f0f00083c1e1f1,,2026-04-07T17:08:59+00:00
1092a82809ba7e84,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0035.JPEG,0035.JPEG,.jpeg,6369,d0ea5f0c2bc8714f13d2d8d7584b5f995dc7a58de245b0cf57bc770f0e39ce83,True,259,194,1.3350515463917525,RGB,07070001030b3fff,,2026-04-07T17:08:59+00:00
17040de14636a8ca,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0036.JPEG,0036.JPEG,.jpeg,7400,74fd2a924dd3be3ff7216347ff6d281bf9f6470478dc70f8c5352b6521c18fc9,True,143,125,1.144,RGB,87ffffeffff40000,,2026-04-07T17:08:59+00:00
84a4140e16fea504,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0037.JPEG,0037.JPEG,.jpeg,4001,e640e9f0b0ad6e91ffccb5e35cd6ced181fc87c7a093a60e9b453319e3c71c69,True,101,81,1.2469135802469136,RGB,f4fdfef8b8702202,,2026-04-07T17:08:59+00:00
d0979bfbb7d5fb5f,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0038.JPEG,0038.JPEG,.jpeg,8642,0eaa6523ed339e397389927dedcb33828c248cb9d064ff55e15abc9b6fb17f20,True,259,194,1.3350515463917525,RGB,f9f9fbfb02c6e4e0,,2026-04-07T17:08:59+00:00
f0521e34ec3ffe73,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0039.JPEG,0039.JPEG,.jpeg,9766,85d17e464d4aba0ad5e0dd30071c2a0c104487f77204432e0daae7afb381ae7a,True,194,259,0.749034749034749,RGB,f8ffffe784848000,,2026-04-07T17:08:59+00:00
750a4e73e5413c00,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0040.JPEG,0040.JPEG,.jpeg,8412,64f1d6f85cb7f5a401a6db77856fddc974605a92c6aabfbcdf8111a7917e19de,True,260,194,1.3402061855670102,RGB,0f3f1f070100f17d,,2026-04-07T17:08:59+00:00
09880252e13828bb,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0041.JPEG,0041.JPEG,.jpeg,3789,b417baa20f038f5903a6891fa64ad406afb347b83e80eb27645a53536eca2f6f,True,89,86,1.0348837209302326,RGB,ffe4c0fff7c78786,,2026-04-07T17:08:59+00:00
74630c07073c9e7f,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0042.JPEG,0042.JPEG,.jpeg,5006,b88a219dcc3b00627c88fbbc1545b1ba0c216ec461321d8eec3f9c057649aa67,True,259,194,1.3350515463917525,RGB,818180c0e0e0c0f0,,2026-04-07T17:08:59+00:00
6aba71d7e22796b1,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0043.JPEG,0043.JPEG,.jpeg,9249,6deebbca87254b7a4413dd65edba1192472509ce2e070154a433fed848c5ef4a,True,259,194,1.3350515463917525,RGB,87f7777e3e908080,,2026-04-07T17:08:59+00:00
c29b0ff55abcfe64,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0044.JPEG,0044.JPEG,.jpeg,8610,e768ff3a75154efc27a1e03d2f332bf3135150ed7e632ae5e263f06e7fba086c,True,259,194,1.3350515463917525,RGB,ef07050707078fdf,,2026-04-07T17:08:59+00:00
5a7f7740d88cae2f,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0045.JPEG,0045.JPEG,.jpeg,10443,6f76ebef39cdbeeb1fe718a485aefde8ae0f2f366d6ac36d2fe37bfd3ba58d4d,True,259,194,1.3350515463917525,RGB,1f0f0783c9f8fcf8,,2026-04-07T17:08:59+00:00
6d807b70b6455411,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0046.JPEG,0046.JPEG,.jpeg,4363,956657d4311e67073664af1761c4359d837b87bd4749eccb05e18c026186b459,True,120,97,1.2371134020618555,RGB,80fcfffffff30000,,2026-04-07T17:08:59+00:00
6335d8b3830edff8,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0047.JPEG,0047.JPEG,.jpeg,8117,7044c30637ad129301ad17bd40e713905f3d34b84165a728129a2205254fec78,True,300,168,1.7857142857142858,RGB,1f1f1f0f03030707,,2026-04-07T17:08:59+00:00
33d86d6072e3e0a0,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0048.JPEG,0048.JPEG,.jpeg,5791,6f054a378015b9e579e3aedf1247b2c93aabd35b70abf2ac992bd9ce2b24182c,True,379,133,2.8496240601503757,RGB,fefefcf8f0e0c040,,2026-04-07T17:08:59+00:00
1ca3bfc8bb980f72,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/cf1fd966d69f48b89d424463183e8388_thb.jpg,cf1fd966d69f48b89d424463183e8388_thb.jpg,.jpg,3711,b7345d5a21f0957fabfa500ebf9209454fe0cd61b761ffc5ac5ee20d0c3b8104,True,144,108,1.3333333333333333,RGB,ff73fe550080c0e0,,2026-04-07T17:08:59+00:00
fa8a6f68d916d6e9,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/download (3).jpeg,download (3).jpeg,.jpeg,2498,cec49fed7c7f07cb80827f96684389b26982c4f0f013a7e94dd28afc1d4b7781,True,100,100,1.0,RGB,7f3f3f090008030f,,2026-04-07T17:08:59+00:00
75bf7dbb9b7b7ba8,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/download.jpeg,download.jpeg,.jpeg,2794,8acde0105ca758658250eff51164dfa4c1c334f9b552ed2787e5b16fc228629c,True,100,100,1.0,RGB,1f3fbd1b06450901,,2026-04-07T17:08:59+00:00
b5298a4d47bddc8a,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/e9e9890e7b514e51a49442c72f463430_thb.jpg,e9e9890e7b514e51a49442c72f463430_thb.jpg,.jpg,4258,4b21f2e2fbd059d3ecd676e7c2e99bb4d5f79d218357c2c5c03f6b2b91d35bca,True,144,108,1.3333333333333333,RGB,ff7f0081c1e1337f,,2026-04-07T17:08:59+00:00
2ff15decc320966f,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (1).jpeg,images (1).jpeg,.jpeg,1801,fd9549e8ec4b0d37b88d91a5020dcec3ddffb22fca5fc8bcc270e6722b52d2a8,True,100,100,1.0,RGB,fffffff040800000,,2026-04-07T17:08:59+00:00
f1359357fb855731,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (100).jpeg,images (100).jpeg,.jpeg,4381,f9e4e8948e7174ed23c391e860c2b29d0edc538bf76435347434ca7cb955c98d,True,259,194,1.3350515463917525,RGB,df9f1f1f1b190701,,2026-04-07T17:08:59+00:00
d6dbe815a06f0b95,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (2).jpeg,images (2).jpeg,.jpeg,2574,6f420929c0b1d4b6be2a565364588fa972ef0d1417f6b0ea38aae9589dbab36a,True,100,100,1.0,RGB,2037ffffff180080,,2026-04-07T17:08:59+00:00
fdb8af78f30e5c18,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (20).jpeg,images (20).jpeg,.jpeg,12427,da1ad54e7ab4842a4640c30fb88463aacd3917a78896b35584b5c80282213ffa,True,299,169,1.7692307692307692,RGB,9f3873e1e0f8e080,,2026-04-07T17:08:59+00:00
ef79c1965350835f,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (3).jpeg,images (3).jpeg,.jpeg,2747,678985ac5e5b487b867ebadb156c984385e02dacd192f84eb9247d36487eb9b1,True,100,100,1.0,RGB,fffbf1e0f6f48000,,2026-04-07T17:08:59+00:00
a324f72b4594dd57,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (33).jpeg,images (33).jpeg,.jpeg,5306,7056f6b349480ea8bb529a7aa8ee16bbc6afed4c2af8148a2c45d4b2c7981d96,True,275,183,1.5027322404371584,RGB,fffffe1ae1f00000,,2026-04-07T17:08:59+00:00
61003fee5179e840,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (42).jpeg,images (42).jpeg,.jpeg,7639,5f3e9731a49eccb70795f2c308f182be8c8c9732962790b9322937dc4076f866,True,275,183,1.5027322404371584,RGB,e7cfffa488d8d080,,2026-04-07T17:08:59+00:00
0d1cd8478e59596e,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (43).jpeg,images (43).jpeg,.jpeg,10908,317533e61907a09fd2728afad4512220ffcc88111c15fed9b7619141b561f187,True,225,225,1.0,RGB,cde4fffc9b180880,,2026-04-07T17:08:59+00:00
23c366f1079d0744,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (52).jpeg,images (52).jpeg,.jpeg,7490,6907d43176d6d1acc2dc67a566366d9a8836ef33dd36e1c16f93c1093926d905,True,284,177,1.6045197740112995,RGB,1f1f3f1f0f018084,,2026-04-07T17:08:59+00:00
dd52e6ab2f7abfe9,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (59).jpeg,images (59).jpeg,.jpeg,7609,3dae8052738c8d5b4290c7adfa93b3e8a8f348ea894ed0c52d4baab7523b43d8,True,271,186,1.456989247311828,RGB,e0f8fbff81030701,,2026-04-07T17:08:59+00:00
ce32f0c3c4948816,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (6).jpeg,images (6).jpeg,.jpeg,3017,6f0440db93ff4cdb091d8112cd4e56b06cf64ce7227e4719d85ec624b88bb89a,True,100,100,1.0,RGB,ff0e8f3f0f0600c1,,2026-04-07T17:08:59+00:00
393468ce66b8d247,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (60).jpeg,images (60).jpeg,.jpeg,5463,eeaf370cb9f2efc06de8a1feb12cec1d5cbd20e8cd70a7af9fb6099d14181766,True,420,120,3.5,RGB,febc3a1301e17970,,2026-04-07T17:08:59+00:00
a8576c2c0e575ae1,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (65).jpeg,images (65).jpeg,.jpeg,8290,5454db36f98d2eb1b9c3cd1ee082eef220444689e80b6d0a55fd606f1837b0a1,True,275,183,1.5027322404371584,RGB,f8183c7cecfce441,,2026-04-07T17:08:59+00:00
63b4365ea3e7bfd4,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (68).jpeg,images (68).jpeg,.jpeg,5590,274de8ce505cbf7c7966209dc52fbe9783c777c9aa721ee6d27edef6656adc3e,True,355,142,2.5,RGB,fefefc7cae8e0f0f,,2026-04-07T17:08:59+00:00
7821370c98baa617,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (69).jpeg,images (69).jpeg,.jpeg,3766,82df0fba022b60d97b74fd6e42f7175a8e3e15be08ffbc5256a2c1002b2031d9,True,275,183,1.5027322404371584,RGB,7efefefc7c7c0800,,2026-04-07T17:08:59+00:00
62547443015d9668,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (74).jpeg,images (74).jpeg,.jpeg,6788,fbb6e142d4ff08fec83a7b9366b8151cdeb31d5ec8065901f721eef823b6ed2a,True,327,154,2.1233766233766236,RGB,fe3f1f2f27230000,,2026-04-07T17:08:59+00:00
56980487a7335d80,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (75).jpeg,images (75).jpeg,.jpeg,3465,00f9051824d671f02fc5eab1e449cc72bc7c9c291981d04a931e5c0efe286644,True,275,183,1.5027322404371584,RGB,fefefbffff000000,,2026-04-07T17:08:59+00:00
8d52903464f49c44,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (80).jpeg,images (80).jpeg,.jpeg,4566,b6300b999cd59040570ee2ecbbe0045f689fdb316705ada170c1c48a8e8f787f,True,259,194,1.3350515463917525,RGB,1f1f1f0f0f070600,,2026-04-07T17:08:59+00:00
ee549b431b7c65f8,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (81).jpeg,images (81).jpeg,.jpeg,6967,f84a210b0227a575a81bc173637a387d727c130adc7e1a8009ca3bec7fe57ddf,True,311,162,1.9197530864197532,RGB,fcfc4f1e07070f1f,,2026-04-07T17:08:59+00:00
802741440ee0390d,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (84).jpeg,images (84).jpeg,.jpeg,3959,541075452bbbebc572af1a9be6e9c926f8f031269ce4ebb01d6f1b87a0bf5058,True,275,183,1.5027322404371584,RGB,f8fcf8f858383830,,2026-04-07T17:08:59+00:00
839fccef5cd8e9c6,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (89).jpeg,images (89).jpeg,.jpeg,6956,c7bf71f7fd59ccb17daaa8ed3b4b96b752481c49ac21d30c411b0cdbe14d97d9,True,275,183,1.5027322404371584,RGB,faf0f0f8f0f07000,,2026-04-07T17:08:59+00:00
5a4a7c7e33eda93d,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (90).jpeg,images (90).jpeg,.jpeg,4418,f0c975528ef89eec7230389e90bf2d85151af6de5118a51bd550fd398464a7cb,True,323,156,2.0705128205128207,RGB,f8ffff7f1f1c0800,,2026-04-07T17:08:59+00:00
3dc4ded29e51f635,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images (95).jpeg,images (95).jpeg,.jpeg,5949,77e49a16d33dc755e41bf826d423bdd61206aa7b87aa18e689064853e1c98510,True,275,183,1.5027322404371584,RGB,f8fcfcfce7c28000,,2026-04-07T17:08:59+00:00
5408ee732fbaafcc,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images - 2022-12-12T151412.407.jpeg,images - 2022-12-12T151412.407.jpeg,.jpeg,9975,b4c36b5c752880c4c21f43955790901092a24ca7111b945797de5fba01f128c6,True,259,195,1.328205128205128,RGB,400001917bc3c7cf,,2026-04-07T17:08:59+00:00
fcad7804cd2786ce,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images - 2022-12-12T151419.502.jpeg,images - 2022-12-12T151419.502.jpeg,.jpeg,10845,9723d6b9780230692c3575e89ca0b93a4d448419c305a99dec302ed4891aa0d9,True,259,194,1.3350515463917525,RGB,603067ff3f0f0f3f,,2026-04-07T17:08:59+00:00
f37c114b663ac25c,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/images - 2022-12-13T213954.926.jpeg,images - 2022-12-13T213954.926.jpeg,.jpeg,4762,eb605778539e6510cbc8a1a8981ae17422be88a3edaeea7323b2ea5f98aa8a5e,True,259,194,1.3350515463917525,RGB,8707070f0f0f0f1c,,2026-04-07T17:08:59+00:00
